dt,AverageTemperature,AverageTemperatureUncertainty,City,Country
4/1/1922,27.837,0.326,Colombo,Sri Lanka
5/1/1922,29.012,0.431,Colombo,Sri Lanka
6/1/1922,28.01,0.251,Colombo,Sri Lanka
7/1/1922,26.546,0.435,Colombo,Sri Lanka
8/1/1922,26.309,0.547,Colombo,Sri Lanka
9/1/1922,26.579,0.595,Colombo,Sri Lanka
10/1/1922,27.999,0.284,Colombo,Sri Lanka
11/1/1922,27.354,0.755,Colombo,Sri Lanka
12/1/1922,24.611,0.775,Colombo,Sri Lanka
1/1/1923,24.454,0.428,Colombo,Sri Lanka
2/1/1923,23.175,0.838,Colombo,Sri Lanka
3/1/1923,25.998,0.721,Colombo,Sri Lanka
4/1/1923,27.123,0.726,Colombo,Sri Lanka
5/1/1923,28.416,0.647,Colombo,Sri Lanka
6/1/1923,29.155,0.342,Colombo,Sri Lanka
7/1/1923,26.569,0.429,Colombo,Sri Lanka
8/1/1923,26.594,0.264,Colombo,Sri Lanka
9/1/1923,26.818,0.498,Colombo,Sri Lanka
10/1/1923,27.785,0.322,Colombo,Sri Lanka
11/1/1923,26.63,0.455,Colombo,Sri Lanka
12/1/1923,25.971,0.598,Colombo,Sri Lanka
1/1/1924,24.417,0.706,Colombo,Sri Lanka
2/1/1924,24.165,0.398,Colombo,Sri Lanka
3/1/1924,27.017,0.461,Colombo,Sri Lanka
4/1/1924,28.133,0.443,Colombo,Sri Lanka
5/1/1924,29.467,0.276,Colombo,Sri Lanka
6/1/1924,28.778,0.291,Colombo,Sri Lanka
7/1/1924,27.521,0.406,Colombo,Sri Lanka
8/1/1924,27.114,0.341,Colombo,Sri Lanka
9/1/1924,26.891,0.198,Colombo,Sri Lanka
10/1/1924,26.848,0.689,Colombo,Sri Lanka
11/1/1924,26.326,0.704,Colombo,Sri Lanka
12/1/1924,25.486,0.415,Colombo,Sri Lanka
1/1/1925,22.915,0.706,Colombo,Sri Lanka
2/1/1925,22.731,0.556,Colombo,Sri Lanka
3/1/1925,26.198,0.853,Colombo,Sri Lanka
4/1/1925,28.408,0.325,Colombo,Sri Lanka
5/1/1925,29.006,0.712,Colombo,Sri Lanka
6/1/1925,27.493,0.253,Colombo,Sri Lanka
7/1/1925,27.002,0.653,Colombo,Sri Lanka
8/1/1925,26.794,0.459,Colombo,Sri Lanka
9/1/1925,27.291,0.293,Colombo,Sri Lanka
10/1/1925,28.82,0.742,Colombo,Sri Lanka
11/1/1925,28.481,0.551,Colombo,Sri Lanka
12/1/1925,25.958,1.108,Colombo,Sri Lanka
1/1/1926,24.93,0.613,Colombo,Sri Lanka
2/1/1926,25.286,0.51,Colombo,Sri Lanka
3/1/1926,25.843,0.548,Colombo,Sri Lanka
4/1/1926,26.215,0.8,Colombo,Sri Lanka
5/1/1926,28.792,0.494,Colombo,Sri Lanka
6/1/1926,29.51,0.345,Colombo,Sri Lanka
7/1/1926,27.711,0.338,Colombo,Sri Lanka
8/1/1926,26.848,0.504,Colombo,Sri Lanka
9/1/1926,26.99,0.537,Colombo,Sri Lanka
10/1/1926,27.97,0.559,Colombo,Sri Lanka
11/1/1926,26.903,0.561,Colombo,Sri Lanka
12/1/1926,25.215,0.495,Colombo,Sri Lanka
1/1/1927,23.904,0.65,Colombo,Sri Lanka
2/1/1927,23.887,0.374,Colombo,Sri Lanka
3/1/1927,25.57,0.354,Colombo,Sri Lanka
4/1/1927,27.278,1.005,Colombo,Sri Lanka
5/1/1927,28.765,0.311,Colombo,Sri Lanka
6/1/1927,27.998,0.414,Colombo,Sri Lanka
7/1/1927,26.755,0.431,Colombo,Sri Lanka
8/1/1927,26.552,0.602,Colombo,Sri Lanka
9/1/1927,27.319,0.335,Colombo,Sri Lanka
10/1/1927,27.898,0.326,Colombo,Sri Lanka
11/1/1927,26.011,0.448,Colombo,Sri Lanka
12/1/1927,25.485,0.623,Colombo,Sri Lanka
1/1/1928,24.742,0.914,Colombo,Sri Lanka
2/1/1928,23.791,0.402,Colombo,Sri Lanka
3/1/1928,25.934,0.323,Colombo,Sri Lanka
4/1/1928,27.707,0.296,Colombo,Sri Lanka
5/1/1928,29.129,0.42,Colombo,Sri Lanka
6/1/1928,28.262,0.616,Colombo,Sri Lanka
7/1/1928,26.904,0.321,Colombo,Sri Lanka
8/1/1928,26.619,0.301,Colombo,Sri Lanka
9/1/1928,26.383,0.569,Colombo,Sri Lanka
10/1/1928,27.801,0.386,Colombo,Sri Lanka
11/1/1928,27.673,0.411,Colombo,Sri Lanka
12/1/1928,25.51,0.542,Colombo,Sri Lanka
1/1/1929,24.115,0.484,Colombo,Sri Lanka
2/1/1929,24.012,0.615,Colombo,Sri Lanka
3/1/1929,26.894,0.351,Colombo,Sri Lanka
4/1/1929,27.708,0.346,Colombo,Sri Lanka
5/1/1929,29.729,0.468,Colombo,Sri Lanka
6/1/1929,27.715,0.546,Colombo,Sri Lanka
7/1/1929,26.975,0.666,Colombo,Sri Lanka
8/1/1929,26.678,0.521,Colombo,Sri Lanka
9/1/1929,27.238,0.375,Colombo,Sri Lanka
10/1/1929,27.812,0.37,Colombo,Sri Lanka
11/1/1929,28.247,0.81,Colombo,Sri Lanka
12/1/1929,25.491,0.402,Colombo,Sri Lanka
1/1/1930,24.199,0.901,Colombo,Sri Lanka
2/1/1930,23.346,0.938,Colombo,Sri Lanka
3/1/1930,25.679,0.407,Colombo,Sri Lanka
4/1/1930,27.24,0.421,Colombo,Sri Lanka
5/1/1930,29.224,0.332,Colombo,Sri Lanka
6/1/1930,28.095,0.455,Colombo,Sri Lanka
7/1/1930,26.702,0.763,Colombo,Sri Lanka
8/1/1930,26.421,0.335,Colombo,Sri Lanka
9/1/1930,26.958,0.356,Colombo,Sri Lanka
10/1/1930,28.542,0.277,Colombo,Sri Lanka
11/1/1930,26.792,0.624,Colombo,Sri Lanka
12/1/1930,26.094,0.529,Colombo,Sri Lanka
1/1/1931,25.255,0.943,Colombo,Sri Lanka
2/1/1931,24.407,0.475,Colombo,Sri Lanka
3/1/1931,25.12,0.531,Colombo,Sri Lanka
4/1/1931,28.304,0.445,Colombo,Sri Lanka
5/1/1931,29.595,0.744,Colombo,Sri Lanka
6/1/1931,29.425,0.24,Colombo,Sri Lanka
7/1/1931,27.05,0.436,Colombo,Sri Lanka
8/1/1931,26.991,0.387,Colombo,Sri Lanka
9/1/1931,27.033,0.603,Colombo,Sri Lanka
10/1/1931,27.039,0.466,Colombo,Sri Lanka
11/1/1931,27.492,0.51,Colombo,Sri Lanka
12/1/1931,25.563,0.619,Colombo,Sri Lanka
1/1/1932,24.862,1.444,Colombo,Sri Lanka
2/1/1932,23.671,1.188,Colombo,Sri Lanka
3/1/1932,25.747,0.964,Colombo,Sri Lanka
4/1/1932,27.19,0.657,Colombo,Sri Lanka
5/1/1932,29.061,0.316,Colombo,Sri Lanka
6/1/1932,28.44,0.549,Colombo,Sri Lanka
7/1/1932,26.928,0.281,Colombo,Sri Lanka
8/1/1932,27.243,0.264,Colombo,Sri Lanka
9/1/1932,27.309,0.56,Colombo,Sri Lanka
10/1/1932,28.588,0.323,Colombo,Sri Lanka
11/1/1932,27.445,0.497,Colombo,Sri Lanka
12/1/1932,25.48,0.526,Colombo,Sri Lanka
1/1/1933,24.358,0.77,Colombo,Sri Lanka
2/1/1933,23.996,0.529,Colombo,Sri Lanka
3/1/1933,25.687,0.786,Colombo,Sri Lanka
4/1/1933,27.445,0.718,Colombo,Sri Lanka
5/1/1933,28.258,0.898,Colombo,Sri Lanka
6/1/1933,27.938,0.598,Colombo,Sri Lanka
7/1/1933,27.566,0.627,Colombo,Sri Lanka
8/1/1933,26.575,0.442,Colombo,Sri Lanka
9/1/1933,26.864,0.393,Colombo,Sri Lanka
10/1/1933,27.724,0.379,Colombo,Sri Lanka
11/1/1933,27.391,0.423,Colombo,Sri Lanka
12/1/1933,25.142,0.524,Colombo,Sri Lanka
1/1/1934,23.253,0.463,Colombo,Sri Lanka
2/1/1934,24.144,0.784,Colombo,Sri Lanka
3/1/1934,25.068,0.609,Colombo,Sri Lanka
4/1/1934,27.758,0.467,Colombo,Sri Lanka
5/1/1934,28.94,0.685,Colombo,Sri Lanka
6/1/1934,28.001,0.502,Colombo,Sri Lanka
7/1/1934,26.924,0.468,Colombo,Sri Lanka
8/1/1934,26.339,0.468,Colombo,Sri Lanka
9/1/1934,26.783,0.556,Colombo,Sri Lanka
10/1/1934,28.071,0.403,Colombo,Sri Lanka
11/1/1934,25.923,0.854,Colombo,Sri Lanka
12/1/1934,25.35,0.636,Colombo,Sri Lanka
1/1/1935,23.266,0.52,Colombo,Sri Lanka
2/1/1935,23.66,0.444,Colombo,Sri Lanka
3/1/1935,25.445,1.065,Colombo,Sri Lanka
4/1/1935,26.334,0.583,Colombo,Sri Lanka
5/1/1935,28.934,0.347,Colombo,Sri Lanka
6/1/1935,28.612,0.217,Colombo,Sri Lanka
7/1/1935,26.953,0.22,Colombo,Sri Lanka
8/1/1935,26.663,0.373,Colombo,Sri Lanka
9/1/1935,26.393,0.27,Colombo,Sri Lanka
10/1/1935,28.223,0.416,Colombo,Sri Lanka
11/1/1935,26.987,0.63,Colombo,Sri Lanka
12/1/1935,25.67,0.456,Colombo,Sri Lanka
1/1/1936,23.618,0.548,Colombo,Sri Lanka
2/1/1936,23.722,0.5,Colombo,Sri Lanka
3/1/1936,25.648,0.357,Colombo,Sri Lanka
4/1/1936,27.116,0.216,Colombo,Sri Lanka
5/1/1936,29.318,0.266,Colombo,Sri Lanka
6/1/1936,27.444,0.289,Colombo,Sri Lanka
7/1/1936,27.238,0.418,Colombo,Sri Lanka
8/1/1936,26.981,0.229,Colombo,Sri Lanka
9/1/1936,27.439,0.261,Colombo,Sri Lanka
10/1/1936,28.164,0.31,Colombo,Sri Lanka
11/1/1936,27.857,0.509,Colombo,Sri Lanka
12/1/1936,25.286,0.389,Colombo,Sri Lanka
1/1/1937,23.513,0.577,Colombo,Sri Lanka
2/1/1937,24.049,0.437,Colombo,Sri Lanka
3/1/1937,24.954,0.355,Colombo,Sri Lanka
4/1/1937,26.744,0.54,Colombo,Sri Lanka
5/1/1937,28.973,0.278,Colombo,Sri Lanka
6/1/1937,28.38,0.334,Colombo,Sri Lanka
7/1/1937,26.547,0.187,Colombo,Sri Lanka
8/1/1937,26.961,0.281,Colombo,Sri Lanka
9/1/1937,27.038,0.275,Colombo,Sri Lanka
10/1/1937,27.632,0.32,Colombo,Sri Lanka
11/1/1937,27.743,0.667,Colombo,Sri Lanka
12/1/1937,24.595,0.477,Colombo,Sri Lanka
1/1/1938,24.317,0.741,Colombo,Sri Lanka
2/1/1938,23.328,0.608,Colombo,Sri Lanka
3/1/1938,26.182,0.303,Colombo,Sri Lanka
4/1/1938,27.966,0.529,Colombo,Sri Lanka
5/1/1938,29.095,0.706,Colombo,Sri Lanka
6/1/1938,27.025,0.528,Colombo,Sri Lanka
7/1/1938,26.704,0.376,Colombo,Sri Lanka
8/1/1938,26.925,0.22,Colombo,Sri Lanka
9/1/1938,26.749,0.134,Colombo,Sri Lanka
10/1/1938,26.644,0.704,Colombo,Sri Lanka
11/1/1938,25.937,0.569,Colombo,Sri Lanka
12/1/1938,25.497,0.245,Colombo,Sri Lanka
1/1/1939,24.81,0.314,Colombo,Sri Lanka
2/1/1939,24.434,0.385,Colombo,Sri Lanka
3/1/1939,24.951,0.305,Colombo,Sri Lanka
4/1/1939,26.818,0.252,Colombo,Sri Lanka
5/1/1939,28.612,0.362,Colombo,Sri Lanka
6/1/1939,28.583,0.39,Colombo,Sri Lanka
7/1/1939,26.931,0.281,Colombo,Sri Lanka
8/1/1939,26.848,0.166,Colombo,Sri Lanka
9/1/1939,26.998,0.192,Colombo,Sri Lanka
10/1/1939,28.177,0.68,Colombo,Sri Lanka
11/1/1939,27.114,0.527,Colombo,Sri Lanka
12/1/1939,25.315,0.655,Colombo,Sri Lanka
1/1/1940,24.3,0.736,Colombo,Sri Lanka
2/1/1940,24.531,0.373,Colombo,Sri Lanka
3/1/1940,24.12,0.812,Colombo,Sri Lanka
4/1/1940,26.795,0.351,Colombo,Sri Lanka
5/1/1940,29.281,0.577,Colombo,Sri Lanka
6/1/1940,28.447,0.21,Colombo,Sri Lanka
7/1/1940,27.165,0.23,Colombo,Sri Lanka
8/1/1940,26.627,0.257,Colombo,Sri Lanka
9/1/1940,27.362,0.199,Colombo,Sri Lanka
10/1/1940,28.182,0.291,Colombo,Sri Lanka
11/1/1940,28.271,0.4,Colombo,Sri Lanka
12/1/1940,25.274,0.345,Colombo,Sri Lanka
1/1/1941,24.046,0.396,Colombo,Sri Lanka
2/1/1941,25.013,0.345,Colombo,Sri Lanka
3/1/1941,26.353,0.271,Colombo,Sri Lanka
4/1/1941,28.335,0.35,Colombo,Sri Lanka
5/1/1941,29.515,0.586,Colombo,Sri Lanka
6/1/1941,29.374,0.581,Colombo,Sri Lanka
7/1/1941,27.65,0.406,Colombo,Sri Lanka
8/1/1941,27.817,0.3,Colombo,Sri Lanka
9/1/1941,27.907,0.246,Colombo,Sri Lanka
10/1/1941,29.198,0.443,Colombo,Sri Lanka
11/1/1941,28.28,0.404,Colombo,Sri Lanka
12/1/1941,26.486,0.805,Colombo,Sri Lanka
1/1/1942,24.257,0.521,Colombo,Sri Lanka
2/1/1942,24.869,0.534,Colombo,Sri Lanka
3/1/1942,26.461,0.422,Colombo,Sri Lanka
4/1/1942,28.419,0.306,Colombo,Sri Lanka
5/1/1942,29.582,0.351,Colombo,Sri Lanka
6/1/1942,28.685,0.397,Colombo,Sri Lanka
7/1/1942,26.911,0.411,Colombo,Sri Lanka
8/1/1942,26.699,0.418,Colombo,Sri Lanka
9/1/1942,26.986,0.341,Colombo,Sri Lanka
10/1/1942,28.28,0.363,Colombo,Sri Lanka
11/1/1942,26.74,0.537,Colombo,Sri Lanka
12/1/1942,25.225,0.335,Colombo,Sri Lanka
1/1/1943,24.136,0.656,Colombo,Sri Lanka
2/1/1943,24.31,1.095,Colombo,Sri Lanka
3/1/1943,26.2,0.606,Colombo,Sri Lanka
4/1/1943,27.325,0.482,Colombo,Sri Lanka
5/1/1943,28.933,0.297,Colombo,Sri Lanka
6/1/1943,27.772,0.391,Colombo,Sri Lanka
7/1/1943,26.7,0.28,Colombo,Sri Lanka
8/1/1943,26.732,0.426,Colombo,Sri Lanka
9/1/1943,26.62,0.265,Colombo,Sri Lanka
10/1/1943,27.668,0.303,Colombo,Sri Lanka
11/1/1943,27.926,0.37,Colombo,Sri Lanka
12/1/1943,25.506,0.733,Colombo,Sri Lanka
1/1/1944,24.216,0.473,Colombo,Sri Lanka
2/1/1944,23.238,0.399,Colombo,Sri Lanka
3/1/1944,24.818,0.726,Colombo,Sri Lanka
4/1/1944,26.839,0.273,Colombo,Sri Lanka
5/1/1944,29.687,0.257,Colombo,Sri Lanka
6/1/1944,29.234,0.521,Colombo,Sri Lanka
7/1/1944,27.047,0.402,Colombo,Sri Lanka
8/1/1944,26.94,0.576,Colombo,Sri Lanka
9/1/1944,27.548,0.21,Colombo,Sri Lanka
10/1/1944,28.122,0.432,Colombo,Sri Lanka
11/1/1944,27.63,0.428,Colombo,Sri Lanka
12/1/1944,26.205,0.265,Colombo,Sri Lanka
1/1/1945,23.202,0.587,Colombo,Sri Lanka
2/1/1945,23.891,0.605,Colombo,Sri Lanka
3/1/1945,26.116,0.461,Colombo,Sri Lanka
4/1/1945,26.889,0.597,Colombo,Sri Lanka
5/1/1945,28.856,0.762,Colombo,Sri Lanka
6/1/1945,28.547,0.206,Colombo,Sri Lanka
7/1/1945,26.975,0.362,Colombo,Sri Lanka
8/1/1945,27.093,0.254,Colombo,Sri Lanka
9/1/1945,27.072,0.144,Colombo,Sri Lanka
10/1/1945,27.762,0.607,Colombo,Sri Lanka
11/1/1945,26.763,0.764,Colombo,Sri Lanka
12/1/1945,24.075,0.296,Colombo,Sri Lanka
1/1/1946,23.917,0.56,Colombo,Sri Lanka
2/1/1946,24.945,0.847,Colombo,Sri Lanka
3/1/1946,25.926,0.587,Colombo,Sri Lanka
4/1/1946,27.858,0.406,Colombo,Sri Lanka
5/1/1946,29.045,0.967,Colombo,Sri Lanka
6/1/1946,27.824,0.283,Colombo,Sri Lanka
7/1/1946,27.14,0.323,Colombo,Sri Lanka
8/1/1946,26.403,0.443,Colombo,Sri Lanka
9/1/1946,26.717,0.275,Colombo,Sri Lanka
10/1/1946,28.593,0.256,Colombo,Sri Lanka
11/1/1946,27.433,0.852,Colombo,Sri Lanka
12/1/1946,26.367,1.289,Colombo,Sri Lanka
1/1/1947,24.481,0.4,Colombo,Sri Lanka
2/1/1947,24.508,0.286,Colombo,Sri Lanka
3/1/1947,25.801,0.343,Colombo,Sri Lanka
4/1/1947,27.122,0.505,Colombo,Sri Lanka
5/1/1947,29.141,0.504,Colombo,Sri Lanka
6/1/1947,29.465,0.448,Colombo,Sri Lanka
7/1/1947,27.484,0.254,Colombo,Sri Lanka
8/1/1947,27.419,0.213,Colombo,Sri Lanka
9/1/1947,26.834,0.316,Colombo,Sri Lanka
10/1/1947,26.653,0.482,Colombo,Sri Lanka
11/1/1947,27.055,0.638,Colombo,Sri Lanka
12/1/1947,25.486,0.634,Colombo,Sri Lanka
1/1/1948,24.516,0.761,Colombo,Sri Lanka
2/1/1948,24.232,0.651,Colombo,Sri Lanka
3/1/1948,26.28,0.459,Colombo,Sri Lanka
4/1/1948,28.167,0.485,Colombo,Sri Lanka
5/1/1948,29.718,0.813,Colombo,Sri Lanka
6/1/1948,28.879,0.553,Colombo,Sri Lanka
7/1/1948,27.544,0.281,Colombo,Sri Lanka
8/1/1948,27.052,0.218,Colombo,Sri Lanka
9/1/1948,26.886,0.198,Colombo,Sri Lanka
10/1/1948,28.057,0.409,Colombo,Sri Lanka
11/1/1948,27.968,0.68,Colombo,Sri Lanka
12/1/1948,25.1,0.714,Colombo,Sri Lanka
1/1/1949,24.921,0.512,Colombo,Sri Lanka
2/1/1949,24.147,0.483,Colombo,Sri Lanka
3/1/1949,26.439,0.259,Colombo,Sri Lanka
4/1/1949,27.883,0.4,Colombo,Sri Lanka
5/1/1949,29.035,0.6,Colombo,Sri Lanka
6/1/1949,28.151,0.4,Colombo,Sri Lanka
7/1/1949,27.569,0.202,Colombo,Sri Lanka
8/1/1949,27.256,0.401,Colombo,Sri Lanka
9/1/1949,26.712,0.454,Colombo,Sri Lanka
10/1/1949,27.917,0.228,Colombo,Sri Lanka
11/1/1949,26.746,0.456,Colombo,Sri Lanka
12/1/1949,24.887,0.555,Colombo,Sri Lanka
1/1/1950,24.028,0.364,Colombo,Sri Lanka
2/1/1950,22.553,0.357,Colombo,Sri Lanka
3/1/1950,25.088,0.367,Colombo,Sri Lanka
4/1/1950,27.288,0.289,Colombo,Sri Lanka
5/1/1950,29.165,0.523,Colombo,Sri Lanka
6/1/1950,28.983,0.341,Colombo,Sri Lanka
7/1/1950,26.905,0.384,Colombo,Sri Lanka
8/1/1950,27.244,0.278,Colombo,Sri Lanka
9/1/1950,27.033,0.354,Colombo,Sri Lanka
10/1/1950,27.344,0.32,Colombo,Sri Lanka
11/1/1950,26.344,0.535,Colombo,Sri Lanka
12/1/1950,24.464,0.604,Colombo,Sri Lanka
1/1/1951,23.778,0.529,Colombo,Sri Lanka
2/1/1951,23.911,0.317,Colombo,Sri Lanka
3/1/1951,25.965,0.342,Colombo,Sri Lanka
4/1/1951,26.818,0.492,Colombo,Sri Lanka
5/1/1951,28.871,0.494,Colombo,Sri Lanka
6/1/1951,28.413,0.667,Colombo,Sri Lanka
7/1/1951,27.348,0.712,Colombo,Sri Lanka
8/1/1951,27.085,0.259,Colombo,Sri Lanka
9/1/1951,28.196,0.586,Colombo,Sri Lanka
10/1/1951,28.713,0.36,Colombo,Sri Lanka
11/1/1951,28.447,0.442,Colombo,Sri Lanka
12/1/1951,25.411,0.506,Colombo,Sri Lanka
1/1/1952,24.666,0.508,Colombo,Sri Lanka
2/1/1952,24.79,0.213,Colombo,Sri Lanka
3/1/1952,25.253,0.376,Colombo,Sri Lanka
4/1/1952,27.844,0.422,Colombo,Sri Lanka
5/1/1952,29.673,0.382,Colombo,Sri Lanka
6/1/1952,28.375,0.343,Colombo,Sri Lanka
7/1/1952,27.386,0.165,Colombo,Sri Lanka
8/1/1952,26.946,0.432,Colombo,Sri Lanka
9/1/1952,27.207,0.276,Colombo,Sri Lanka
10/1/1952,28.067,0.654,Colombo,Sri Lanka
11/1/1952,25.918,0.494,Colombo,Sri Lanka
12/1/1952,26.263,0.797,Colombo,Sri Lanka
1/1/1953,24.089,0.5,Colombo,Sri Lanka
2/1/1953,25.202,0.326,Colombo,Sri Lanka
3/1/1953,27.281,0.344,Colombo,Sri Lanka
4/1/1953,27.725,0.304,Colombo,Sri Lanka
5/1/1953,29.045,0.385,Colombo,Sri Lanka
6/1/1953,28.558,0.395,Colombo,Sri Lanka
7/1/1953,27.09,0.527,Colombo,Sri Lanka
8/1/1953,26.775,0.293,Colombo,Sri Lanka
9/1/1953,27.158,0.388,Colombo,Sri Lanka
10/1/1953,28.312,0.407,Colombo,Sri Lanka
11/1/1953,27.217,0.347,Colombo,Sri Lanka
12/1/1953,25.637,0.39,Colombo,Sri Lanka
1/1/1954,24.107,0.385,Colombo,Sri Lanka
2/1/1954,25.186,0.326,Colombo,Sri Lanka
3/1/1954,26.686,0.731,Colombo,Sri Lanka
4/1/1954,27.715,0.41,Colombo,Sri Lanka
5/1/1954,29.327,0.309,Colombo,Sri Lanka
6/1/1954,28.285,0.442,Colombo,Sri Lanka
7/1/1954,26.686,0.325,Colombo,Sri Lanka
8/1/1954,26.88,0.356,Colombo,Sri Lanka
9/1/1954,26.339,0.43,Colombo,Sri Lanka
10/1/1954,27.187,0.312,Colombo,Sri Lanka
11/1/1954,26.707,0.405,Colombo,Sri Lanka
12/1/1954,25.482,0.547,Colombo,Sri Lanka
1/1/1955,25.011,0.4,Colombo,Sri Lanka
2/1/1955,24.645,0.335,Colombo,Sri Lanka
3/1/1955,26.288,0.267,Colombo,Sri Lanka
4/1/1955,27.127,0.269,Colombo,Sri Lanka
5/1/1955,29.06,0.375,Colombo,Sri Lanka
6/1/1955,28.137,0.299,Colombo,Sri Lanka
7/1/1955,27.38,0.418,Colombo,Sri Lanka
8/1/1955,26.335,0.431,Colombo,Sri Lanka
9/1/1955,27.298,0.33,Colombo,Sri Lanka
10/1/1955,27.753,0.415,Colombo,Sri Lanka
11/1/1955,26.107,0.609,Colombo,Sri Lanka
12/1/1955,25.273,0.428,Colombo,Sri Lanka
1/1/1956,24.227,0.57,Colombo,Sri Lanka
2/1/1956,23.936,0.188,Colombo,Sri Lanka
3/1/1956,26.583,0.327,Colombo,Sri Lanka
4/1/1956,28.102,0.5,Colombo,Sri Lanka
5/1/1956,28.354,0.421,Colombo,Sri Lanka
6/1/1956,27.79,0.285,Colombo,Sri Lanka
7/1/1956,26.201,0.348,Colombo,Sri Lanka
8/1/1956,26.337,0.303,Colombo,Sri Lanka
9/1/1956,26.597,0.291,Colombo,Sri Lanka
10/1/1956,27.538,0.249,Colombo,Sri Lanka
11/1/1956,27.353,0.432,Colombo,Sri Lanka
12/1/1956,25.293,0.349,Colombo,Sri Lanka
1/1/1957,24.493,0.453,Colombo,Sri Lanka
2/1/1957,23.214,0.339,Colombo,Sri Lanka
3/1/1957,24.292,0.399,Colombo,Sri Lanka
4/1/1957,27.258,0.403,Colombo,Sri Lanka
5/1/1957,28.83,0.396,Colombo,Sri Lanka
6/1/1957,29.128,0.412,Colombo,Sri Lanka
7/1/1957,27.25,0.4,Colombo,Sri Lanka
8/1/1957,26.73,0.589,Colombo,Sri Lanka
9/1/1957,27.238,0.401,Colombo,Sri Lanka
10/1/1957,28.545,0.284,Colombo,Sri Lanka
11/1/1957,28.25,0.417,Colombo,Sri Lanka
12/1/1957,26.56,0.525,Colombo,Sri Lanka
1/1/1958,25.326,0.376,Colombo,Sri Lanka
2/1/1958,24.172,0.485,Colombo,Sri Lanka
3/1/1958,26.236,0.319,Colombo,Sri Lanka
4/1/1958,27.869,0.319,Colombo,Sri Lanka
5/1/1958,29.515,0.453,Colombo,Sri Lanka
6/1/1958,29.087,0.438,Colombo,Sri Lanka
7/1/1958,27.326,0.396,Colombo,Sri Lanka
8/1/1958,26.822,0.552,Colombo,Sri Lanka
9/1/1958,27.081,0.339,Colombo,Sri Lanka
10/1/1958,28.025,0.264,Colombo,Sri Lanka
11/1/1958,28.293,0.247,Colombo,Sri Lanka
12/1/1958,26.492,0.356,Colombo,Sri Lanka
1/1/1959,24.7,0.666,Colombo,Sri Lanka
2/1/1959,24.263,0.368,Colombo,Sri Lanka
3/1/1959,26.289,0.554,Colombo,Sri Lanka
4/1/1959,28.244,0.322,Colombo,Sri Lanka
5/1/1959,30.122,0.422,Colombo,Sri Lanka
6/1/1959,28.612,0.25,Colombo,Sri Lanka
7/1/1959,26.72,0.2,Colombo,Sri Lanka
8/1/1959,26.718,0.231,Colombo,Sri Lanka
9/1/1959,26.971,0.375,Colombo,Sri Lanka
10/1/1959,27.366,0.443,Colombo,Sri Lanka
11/1/1959,27.747,0.404,Colombo,Sri Lanka
12/1/1959,26.72,0.239,Colombo,Sri Lanka
1/1/1960,24.553,0.542,Colombo,Sri Lanka
2/1/1960,25.735,0.489,Colombo,Sri Lanka
3/1/1960,25.61,0.377,Colombo,Sri Lanka
4/1/1960,27.658,0.484,Colombo,Sri Lanka
5/1/1960,29.463,0.602,Colombo,Sri Lanka
6/1/1960,28.118,0.214,Colombo,Sri Lanka
7/1/1960,27.518,0.185,Colombo,Sri Lanka
8/1/1960,26.658,0.3,Colombo,Sri Lanka
9/1/1960,27.152,0.164,Colombo,Sri Lanka
10/1/1960,27.721,0.242,Colombo,Sri Lanka
11/1/1960,27.688,0.317,Colombo,Sri Lanka
12/1/1960,26.447,0.315,Colombo,Sri Lanka
1/1/1961,25.002,0.352,Colombo,Sri Lanka
2/1/1961,23.2,0.364,Colombo,Sri Lanka
3/1/1961,26.115,0.54,Colombo,Sri Lanka
4/1/1961,27.371,0.504,Colombo,Sri Lanka
5/1/1961,28.574,0.489,Colombo,Sri Lanka
6/1/1961,27.977,0.622,Colombo,Sri Lanka
7/1/1961,26.419,0.255,Colombo,Sri Lanka
8/1/1961,27.032,0.207,Colombo,Sri Lanka
9/1/1961,26.918,0.285,Colombo,Sri Lanka
10/1/1961,27.188,0.41,Colombo,Sri Lanka
11/1/1961,27.716,0.426,Colombo,Sri Lanka
12/1/1961,25.702,0.584,Colombo,Sri Lanka
1/1/1962,23.101,0.526,Colombo,Sri Lanka
2/1/1962,24.836,0.392,Colombo,Sri Lanka
3/1/1962,25.421,0.303,Colombo,Sri Lanka
4/1/1962,27.107,0.653,Colombo,Sri Lanka
5/1/1962,28.964,0.342,Colombo,Sri Lanka
6/1/1962,28.599,0.525,Colombo,Sri Lanka
7/1/1962,27.013,0.298,Colombo,Sri Lanka
8/1/1962,26.848,0.304,Colombo,Sri Lanka
9/1/1962,26.978,0.297,Colombo,Sri Lanka
10/1/1962,28.196,0.535,Colombo,Sri Lanka
11/1/1962,27.679,0.591,Colombo,Sri Lanka
12/1/1962,25.841,0.358,Colombo,Sri Lanka
1/1/1963,25.188,0.363,Colombo,Sri Lanka
2/1/1963,25.11,0.74,Colombo,Sri Lanka
3/1/1963,26.171,0.733,Colombo,Sri Lanka
4/1/1963,26.957,0.595,Colombo,Sri Lanka
5/1/1963,28.943,0.568,Colombo,Sri Lanka
6/1/1963,28.127,0.361,Colombo,Sri Lanka
7/1/1963,27.14,0.325,Colombo,Sri Lanka
8/1/1963,26.397,0.304,Colombo,Sri Lanka
9/1/1963,26.901,0.358,Colombo,Sri Lanka
