dt,AverageTemperature,AverageTemperatureUncertainty,City,Country
1838-08-01,26.266,2.387,Colombo,Sri Lanka
1838-09-01,26.531,1.41,Colombo,Sri Lanka
1838-10-01,27.038,2.972,Colombo,Sri Lanka
1838-11-01,26.511,2.214,Colombo,Sri Lanka
1838-12-01,25.313,2.142,Colombo,Sri Lanka
1839-01-01,24.444,1.653,Colombo,Sri Lanka
1839-02-01,24.288,1.902,Colombo,Sri Lanka
1839-03-01,24.125,1.797,Colombo,Sri Lanka
1839-04-01,26.911,1.407,Colombo,Sri Lanka
1839-05-01,27.908,0.957,Colombo,Sri Lanka
1839-06-01,27.705,1.197,Colombo,Sri Lanka
1839-07-01,26.887,2.326,Colombo,Sri Lanka
1839-08-01,26.014,1.632,Colombo,Sri Lanka
1839-09-01,25.921,1.202,Colombo,Sri Lanka
1839-10-01,27.191,1.63,Colombo,Sri Lanka
1839-11-01,25.841,1.869,Colombo,Sri Lanka
1839-12-01,24.78,2.061,Colombo,Sri Lanka
1840-01-01,24.378,2.144,Colombo,Sri Lanka
1840-02-01,23.533,1.748,Colombo,Sri Lanka
1840-03-01,24.608,1.389,Colombo,Sri Lanka
1840-04-01,27.038,1.841,Colombo,Sri Lanka
1840-05-01,28.482,1.382,Colombo,Sri Lanka
1840-06-01,28.269,1.438,Colombo,Sri Lanka
1840-07-01,27.157,1.088,Colombo,Sri Lanka
1840-08-01,26.009,1.219,Colombo,Sri Lanka
1840-09-01,25.845,1.081,Colombo,Sri Lanka
1840-10-01,26.618,1.649,Colombo,Sri Lanka
1840-11-01,25.907,3.081,Colombo,Sri Lanka
1840-12-01,25.063,1.548,Colombo,Sri Lanka
1841-01-01,23.594,2.118,Colombo,Sri Lanka
1841-02-01,23.784,1.314,Colombo,Sri Lanka
1841-03-01,24.198,2.806,Colombo,Sri Lanka
1841-04-01,25.975,1.642,Colombo,Sri Lanka
1841-05-01,27.71,1.582,Colombo,Sri Lanka
1841-06-01,27.661,1.321,Colombo,Sri Lanka
1841-07-01,27.408,1.233,Colombo,Sri Lanka
1841-08-01,25.83,1.92,Colombo,Sri Lanka
1841-09-01,26.099,1.08,Colombo,Sri Lanka
1841-10-01,26.375,1.557,Colombo,Sri Lanka
1841-11-01,26.463,1.406,Colombo,Sri Lanka
1841-12-01,25.089,1.944,Colombo,Sri Lanka
1842-01-01,23.795,1.613,Colombo,Sri Lanka
1842-02-01,23.781,1.865,Colombo,Sri Lanka
1842-03-01,25.742,2.11,Colombo,Sri Lanka
1842-04-01,27.142,1.621,Colombo,Sri Lanka
1842-05-01,27.936,1.007,Colombo,Sri Lanka
1842-06-01,27.632,1.142,Colombo,Sri Lanka
1842-07-01,26.793,1.42,Colombo,Sri Lanka
1842-08-01,25.821,1.074,Colombo,Sri Lanka
1842-09-01,25.979,1.449,Colombo,Sri Lanka
1842-10-01,27.021,1.437,Colombo,Sri Lanka
1842-11-01,26.869,1.737,Colombo,Sri Lanka
1842-12-01,25.912,1.231,Colombo,Sri Lanka
1843-01-01,24.104,2.287,Colombo,Sri Lanka
1843-02-01,24.304,1.58,Colombo,Sri Lanka
1843-03-01,24.654,1.982,Colombo,Sri Lanka
1843-04-01,26.552,1.147,Colombo,Sri Lanka
1843-05-01,27.596,1.41,Colombo,Sri Lanka
1843-06-01,27.71,1.458,Colombo,Sri Lanka
1843-07-01,26.491,1.139,Colombo,Sri Lanka
1843-08-01,25.992,1.471,Colombo,Sri Lanka
1843-09-01,26.078,0.848,Colombo,Sri Lanka
1843-10-01,26.716,1.329,Colombo,Sri Lanka
1843-11-01,26.389,0.895,Colombo,Sri Lanka
1843-12-01,24.745,2.834,Colombo,Sri Lanka
1844-01-01,23.549,1.287,Colombo,Sri Lanka
1844-02-01,22.053,3.15,Colombo,Sri Lanka
1844-03-01,24.653,2.494,Colombo,Sri Lanka
1844-04-01,26.602,1.34,Colombo,Sri Lanka
1844-05-01,27.729,1.155,Colombo,Sri Lanka
1844-06-01,27.909,0.765,Colombo,Sri Lanka
1844-07-01,26.431,1.149,Colombo,Sri Lanka
1844-08-01,26.214,2.516,Colombo,Sri Lanka
1844-09-01,25.836,0.733,Colombo,Sri Lanka
1844-10-01,27.237,1.298,Colombo,Sri Lanka
1844-11-01,26.618,0.838,Colombo,Sri Lanka
1844-12-01,25.731,2.28,Colombo,Sri Lanka
1845-01-01,24.308,1.576,Colombo,Sri Lanka
1845-02-01,23.325,2.392,Colombo,Sri Lanka
1845-03-01,25.345,1.312,Colombo,Sri Lanka
1845-04-01,26.993,1.312,Colombo,Sri Lanka
1845-05-01,28.112,1.132,Colombo,Sri Lanka
1845-06-01,27.55,1.267,Colombo,Sri Lanka
1845-07-01,27.124,1.076,Colombo,Sri Lanka
1845-08-01,26.387,0.96,Colombo,Sri Lanka
1845-09-01,26.425,1.168,Colombo,Sri Lanka
1845-10-01,26.703,1.18,Colombo,Sri Lanka
1845-11-01,26.745,1.251,Colombo,Sri Lanka
1845-12-01,24.796,1.972,Colombo,Sri Lanka
1846-01-01,25.47,1.78,Colombo,Sri Lanka
1846-02-01,24.423,1.49,Colombo,Sri Lanka
1846-03-01,26.7,1.888,Colombo,Sri Lanka
1846-04-01,26.66,1.686,Colombo,Sri Lanka
1846-05-01,28.379,1.43,Colombo,Sri Lanka
1846-06-01,28.415,1.859,Colombo,Sri Lanka
1846-07-01,27.708,1.756,Colombo,Sri Lanka
1846-08-01,26.713,1.44,Colombo,Sri Lanka
1846-09-01,26.496,1.633,Colombo,Sri Lanka
1846-10-01,26.612,1.423,Colombo,Sri Lanka
1846-11-01,26.986,1.81,Colombo,Sri Lanka
1846-12-01,25.93,1.59,Colombo,Sri Lanka
1847-01-01,24.564,3.072,Colombo,Sri Lanka
1847-02-01,24.256,1.769,Colombo,Sri Lanka
1847-03-01,24.491,1.706,Colombo,Sri Lanka
1847-04-01,27.089,1.53,Colombo,Sri Lanka
1847-05-01,27.871,1.298,Colombo,Sri Lanka
1847-06-01,27.694,1.565,Colombo,Sri Lanka
1847-07-01,27.047,1.487,Colombo,Sri Lanka
1847-08-01,26.166,1.255,Colombo,Sri Lanka
1847-09-01,26.519,1.255,Colombo,Sri Lanka
1847-10-01,26.988,1.413,Colombo,Sri Lanka
1847-11-01,27.04,1.612,Colombo,Sri Lanka
1847-12-01,24.036,1.635,Colombo,Sri Lanka
1848-01-01,24.068,3.143,Colombo,Sri Lanka
1848-02-01,23.82,2.032,Colombo,Sri Lanka
1848-03-01,24.934,0.858,Colombo,Sri Lanka
1848-04-01,26.951,1.097,Colombo,Sri Lanka
1848-05-01,28.043,1.319,Colombo,Sri Lanka
1848-06-01,27.025,2.397,Colombo,Sri Lanka
1848-07-01,26.932,1.966,Colombo,Sri Lanka
1848-08-01,26.318,1.582,Colombo,Sri Lanka
1848-09-01,26.693,1.688,Colombo,Sri Lanka
1848-10-01,27.042,0.758,Colombo,Sri Lanka
1848-11-01,26.744,1.13,Colombo,Sri Lanka
1848-12-01,25.332,1.533,Colombo,Sri Lanka
1849-01-01,23.387,1.588,Colombo,Sri Lanka
1849-02-01,23.913,1.183,Colombo,Sri Lanka
1849-03-01,25.326,1.922,Colombo,Sri Lanka
1849-04-01,26.364,1.418,Colombo,Sri Lanka
1849-05-01,28.286,1.332,Colombo,Sri Lanka
1849-06-01,26.955,2.314,Colombo,Sri Lanka
1849-07-01,26.467,1.559,Colombo,Sri Lanka
1849-08-01,26.314,0.995,Colombo,Sri Lanka
1849-09-01,25.798,1.345,Colombo,Sri Lanka
1849-10-01,27.199,1.136,Colombo,Sri Lanka
1849-11-01,27.801,1.849,Colombo,Sri Lanka
1849-12-01,25.023,2.251,Colombo,Sri Lanka
1850-01-01,22.78,1.432,Colombo,Sri Lanka
1850-02-01,23.713,1.522,Colombo,Sri Lanka
1850-03-01,25.301,2.655,Colombo,Sri Lanka
1850-04-01,26.426,1.716,Colombo,Sri Lanka
1850-05-01,27.85,1.141,Colombo,Sri Lanka
1850-06-01,28.062,0.911,Colombo,Sri Lanka
1850-07-01,27.173,0.905,Colombo,Sri Lanka
1850-08-01,26.768,1.074,Colombo,Sri Lanka
1850-09-01,26.72,0.841,Colombo,Sri Lanka
1850-10-01,27.884,1.723,Colombo,Sri Lanka
1850-11-01,26.778,1.92,Colombo,Sri Lanka
1850-12-01,24.934,0.993,Colombo,Sri Lanka
1851-01-01,22.979,2.428,Colombo,Sri Lanka
1851-02-01,23.823,0.792,Colombo,Sri Lanka
1851-03-01,25.376,1.857,Colombo,Sri Lanka
1851-04-01,26.931,1.717,Colombo,Sri Lanka
1851-05-01,28.295,1.283,Colombo,Sri Lanka
1851-06-01,27.571,1.73,Colombo,Sri Lanka
1851-07-01,26.521,2.127,Colombo,Sri Lanka
1851-08-01,26.309,1.447,Colombo,Sri Lanka
1851-09-01,26.645,1.066,Colombo,Sri Lanka
1851-10-01,27.482,1.889,Colombo,Sri Lanka
1851-11-01,26.803,1.267,Colombo,Sri Lanka
1851-12-01,24.779,3.105,Colombo,Sri Lanka
1852-01-01,24.12,2.093,Colombo,Sri Lanka
1852-02-01,23.855,1.438,Colombo,Sri Lanka
1852-03-01,24.677,1.541,Colombo,Sri Lanka
1852-04-01,26.708,1.558,Colombo,Sri Lanka
1852-05-01,28.264,1.38,Colombo,Sri Lanka
1852-06-01,27.967,1.156,Colombo,Sri Lanka
1852-07-01,26.908,1.473,Colombo,Sri Lanka
1852-08-01,25.991,1.175,Colombo,Sri Lanka
1852-09-01,26.552,1.091,Colombo,Sri Lanka
1852-10-01,27.082,1.328,Colombo,Sri Lanka
1852-11-01,26.518,1.485,Colombo,Sri Lanka
1852-12-01,25.634,1.752,Colombo,Sri Lanka
1853-01-01,23.885,1.569,Colombo,Sri Lanka
1853-02-01,23.168,1.776,Colombo,Sri Lanka
1853-03-01,25.143,1.358,Colombo,Sri Lanka
1853-04-01,26.768,1.527,Colombo,Sri Lanka
1853-05-01,28.588,0.931,Colombo,Sri Lanka
1853-06-01,28.628,1.114,Colombo,Sri Lanka
1853-07-01,27.46,0.936,Colombo,Sri Lanka
1853-08-01,26.545,1.064,Colombo,Sri Lanka
1853-09-01,26.951,0.92,Colombo,Sri Lanka
1853-10-01,27.336,1.045,Colombo,Sri Lanka
1853-11-01,26.619,1.585,Colombo,Sri Lanka
1853-12-01,25.293,1.26,Colombo,Sri Lanka
1854-01-01,23.45,1.353,Colombo,Sri Lanka
1854-02-01,23.363,1.407,Colombo,Sri Lanka
1854-03-01,25.416,1.212,Colombo,Sri Lanka
1854-04-01,27.289,1.385,Colombo,Sri Lanka
1854-05-01,28.703,1.067,Colombo,Sri Lanka
1854-06-01,28.313,1.345,Colombo,Sri Lanka
1854-07-01,27.379,1.232,Colombo,Sri Lanka
1854-08-01,26.59,1.274,Colombo,Sri Lanka
1854-09-01,26.604,1.015,Colombo,Sri Lanka
1854-10-01,27.839,1.428,Colombo,Sri Lanka
1854-11-01,27.372,1.377,Colombo,Sri Lanka
1854-12-01,25.679,1.943,Colombo,Sri Lanka
1855-01-01,24.451,1.786,Colombo,Sri Lanka
1855-02-01,24.144,1.466,Colombo,Sri Lanka
1855-03-01,25.363,1.484,Colombo,Sri Lanka
1855-04-01,27.772,1.686,Colombo,Sri Lanka
1855-05-01,29.181,1.238,Colombo,Sri Lanka
1855-06-01,28.261,1.305,Colombo,Sri Lanka
1855-07-01,27.287,1.273,Colombo,Sri Lanka
1855-08-01,26.621,1.189,Colombo,Sri Lanka
1855-09-01,26.646,1.097,Colombo,Sri Lanka
1855-10-01,26.986,1.382,Colombo,Sri Lanka
1855-11-01,26.802,1.344,Colombo,Sri Lanka
1855-12-01,24.656,1.924,Colombo,Sri Lanka
1856-01-01,24.239,1.407,Colombo,Sri Lanka
1856-02-01,23.803,1.804,Colombo,Sri Lanka
1856-03-01,25.133,1.612,Colombo,Sri Lanka
1856-04-01,26.886,1.233,Colombo,Sri Lanka
1856-05-01,28.119,1.436,Colombo,Sri Lanka
1856-06-01,28.094,1.497,Colombo,Sri Lanka
1856-07-01,26.587,1.172,Colombo,Sri Lanka
1856-08-01,25.229,1.793,Colombo,Sri Lanka
1856-09-01,26.075,1.332,Colombo,Sri Lanka
1856-10-01,26.563,1.244,Colombo,Sri Lanka
1856-11-01,26.6,1.364,Colombo,Sri Lanka
1856-12-01,25.097,1.561,Colombo,Sri Lanka
1857-01-01,23.313,1.422,Colombo,Sri Lanka
1857-02-01,22.976,1.865,Colombo,Sri Lanka
1857-03-01,24.692,1.362,Colombo,Sri Lanka
1857-04-01,26.205,1.273,Colombo,Sri Lanka
1857-05-01,27.727,1.008,Colombo,Sri Lanka
1857-06-01,27.081,1.49,Colombo,Sri Lanka
1857-07-01,26.384,1.36,Colombo,Sri Lanka
1857-08-01,25.995,1.036,Colombo,Sri Lanka
1857-09-01,26.25,0.975,Colombo,Sri Lanka
1857-10-01,26.316,1.651,Colombo,Sri Lanka
1857-11-01,26.432,1.668,Colombo,Sri Lanka
1857-12-01,25.039,1.589,Colombo,Sri Lanka
1858-01-01,24.245,1.911,Colombo,Sri Lanka
1858-02-01,23.649,1.369,Colombo,Sri Lanka
1858-03-01,25.36,1.544,Colombo,Sri Lanka
1858-04-01,27.726,1.591,Colombo,Sri Lanka
1858-05-01,28.432,1.408,Colombo,Sri Lanka
1858-06-01,27.873,1.382,Colombo,Sri Lanka
1858-07-01,26.513,1.282,Colombo,Sri Lanka
1858-08-01,26.116,1.17,Colombo,Sri Lanka
1858-09-01,26.388,1.126,Colombo,Sri Lanka
1858-10-01,27.271,1.425,Colombo,Sri Lanka
1858-11-01,27.471,1.643,Colombo,Sri Lanka
1858-12-01,24.837,1.567,Colombo,Sri Lanka
1859-01-01,23.981,1.45,Colombo,Sri Lanka
1859-02-01,23.862,1.44,Colombo,Sri Lanka
1859-03-01,25.64,1.601,Colombo,Sri Lanka
1859-04-01,27.715,1.65,Colombo,Sri Lanka
1859-05-01,28.951,1.216,Colombo,Sri Lanka
1859-06-01,28.188,1.387,Colombo,Sri Lanka
1859-07-01,26.61,1.222,Colombo,Sri Lanka
1859-08-01,25.944,1.128,Colombo,Sri Lanka
1859-09-01,26.231,1.103,Colombo,Sri Lanka
1859-10-01,27.31,1.412,Colombo,Sri Lanka
1859-11-01,27.04,1.733,Colombo,Sri Lanka
1859-12-01,25.269,1.692,Colombo,Sri Lanka
1860-01-01,23.596,1.443,Colombo,Sri Lanka
1860-02-01,23.498,1.45,Colombo,Sri Lanka
1860-03-01,24.249,1.858,Colombo,Sri Lanka
1860-04-01,27.187,1.408,Colombo,Sri Lanka
1860-05-01,28.601,1.161,Colombo,Sri Lanka
1860-06-01,28.305,1.289,Colombo,Sri Lanka
1860-07-01,27.062,1.161,Colombo,Sri Lanka
1860-08-01,26.562,1.23,Colombo,Sri Lanka
1860-09-01,27.051,1.225,Colombo,Sri Lanka
1860-10-01,27.303,1.318,Colombo,Sri Lanka
1860-11-01,26.667,1.459,Colombo,Sri Lanka
1860-12-01,23.946,1.474,Colombo,Sri Lanka
1861-01-01,22.551,1.688,Colombo,Sri Lanka
1861-02-01,23.159,1.383,Colombo,Sri Lanka
1861-03-01,25.083,1.504,Colombo,Sri Lanka
1861-04-01,26.978,1.493,Colombo,Sri Lanka
1861-05-01,28.292,1.213,Colombo,Sri Lanka
1861-06-01,27.979,1.664,Colombo,Sri Lanka
1861-07-01,26.73,1.427,Colombo,Sri Lanka
1861-08-01,26.227,1.233,Colombo,Sri Lanka
1861-09-01,26.492,1.111,Colombo,Sri Lanka
1861-10-01,27.026,1.29,Colombo,Sri Lanka
1861-11-01,27.058,1.712,Colombo,Sri Lanka
1861-12-01,24.968,1.743,Colombo,Sri Lanka
1862-01-01,22.767,1.563,Colombo,Sri Lanka
1862-02-01,22.573,1.492,Colombo,Sri Lanka
1862-03-01,24.801,1.458,Colombo,Sri Lanka
1862-04-01,,,Colombo,Sri Lanka
1862-05-01,,,Colombo,Sri Lanka
1862-06-01,,,Colombo,Sri Lanka
1862-07-01,,,Colombo,Sri Lanka
1862-08-01,,,Colombo,Sri Lanka
1862-09-01,,,Colombo,Sri Lanka
1862-10-01,,,Colombo,Sri Lanka
1862-11-01,,,Colombo,Sri Lanka
1862-12-01,,,Colombo,Sri Lanka
1863-01-01,,,Colombo,Sri Lanka
1863-02-01,,,Colombo,Sri Lanka
1863-03-01,,,Colombo,Sri Lanka
1863-04-01,,,Colombo,Sri Lanka
1863-05-01,,,Colombo,Sri Lanka
1863-06-01,,,Colombo,Sri Lanka
1863-07-01,,,Colombo,Sri Lanka
1863-08-01,,,Colombo,Sri Lanka
1863-09-01,,,Colombo,Sri Lanka
1863-10-01,,,Colombo,Sri Lanka
1863-11-01,,,Colombo,Sri Lanka
1863-12-01,,,Colombo,Sri Lanka
1864-01-01,,,Colombo,Sri Lanka
1864-02-01,,,Colombo,Sri Lanka
1864-03-01,,,Colombo,Sri Lanka
1864-04-01,,,Colombo,Sri Lanka
1864-05-01,,,Colombo,Sri Lanka
1864-06-01,,,Colombo,Sri Lanka
1864-07-01,,,Colombo,Sri Lanka
1864-08-01,,,Colombo,Sri Lanka
1864-09-01,,,Colombo,Sri Lanka
1864-10-01,,,Colombo,Sri Lanka
1864-11-01,,,Colombo,Sri Lanka
1864-12-01,,,Colombo,Sri Lanka
1865-01-01,24.824,1.429,Colombo,Sri Lanka
1865-02-01,23.922,2.245,Colombo,Sri Lanka
1865-03-01,24.72,1.559,Colombo,Sri Lanka
1865-04-01,26.955,1.616,Colombo,Sri Lanka
1865-05-01,28.432,1.578,Colombo,Sri Lanka
1865-06-01,28.716,1.309,Colombo,Sri Lanka
1865-07-01,27.123,1.207,Colombo,Sri Lanka
1865-08-01,26.569,1.222,Colombo,Sri Lanka
1865-09-01,27.322,1.115,Colombo,Sri Lanka
1865-10-01,27.609,1.313,Colombo,Sri Lanka
1865-11-01,27.64,1.513,Colombo,Sri Lanka
1865-12-01,25.297,1.53,Colombo,Sri Lanka
1866-01-01,24.494,1.503,Colombo,Sri Lanka
1866-02-01,23.556,1.528,Colombo,Sri Lanka
1866-03-01,25.235,1.492,Colombo,Sri Lanka
1866-04-01,27.519,1.433,Colombo,Sri Lanka
1866-05-01,29.065,1.331,Colombo,Sri Lanka
1866-06-01,28.191,1.268,Colombo,Sri Lanka
1866-07-01,27.261,1.381,Colombo,Sri Lanka
1866-08-01,26.302,1.239,Colombo,Sri Lanka
1866-09-01,26.944,1.249,Colombo,Sri Lanka
1866-10-01,27.208,1.283,Colombo,Sri Lanka
1866-11-01,27.212,1.492,Colombo,Sri Lanka
1866-12-01,26.278,1.48,Colombo,Sri Lanka
1867-01-01,24.438,1.513,Colombo,Sri Lanka
1867-02-01,23.764,1.371,Colombo,Sri Lanka
1867-03-01,25.298,1.576,Colombo,Sri Lanka
1867-04-01,27.475,1.472,Colombo,Sri Lanka
1867-05-01,28.376,1.25,Colombo,Sri Lanka
1867-06-01,28.442,1.302,Colombo,Sri Lanka
1867-07-01,27.018,1.208,Colombo,Sri Lanka
1867-08-01,26.434,1.239,Colombo,Sri Lanka
1867-09-01,26.941,1.165,Colombo,Sri Lanka
1867-10-01,27.669,1.264,Colombo,Sri Lanka
1867-11-01,27.987,1.843,Colombo,Sri Lanka
1867-12-01,26.227,1.525,Colombo,Sri Lanka
1868-01-01,23.965,1.565,Colombo,Sri Lanka
1868-02-01,23.576,1.569,Colombo,Sri Lanka
1868-03-01,25.397,1.672,Colombo,Sri Lanka
1868-04-01,27.588,1.632,Colombo,Sri Lanka
1868-05-01,29.2,1.363,Colombo,Sri Lanka
1868-06-01,28.282,1.274,Colombo,Sri Lanka
1868-07-01,27.064,1.205,Colombo,Sri Lanka
1868-08-01,26.709,1.197,Colombo,Sri Lanka
1868-09-01,27.014,1.181,Colombo,Sri Lanka
1868-10-01,28.031,1.276,Colombo,Sri Lanka
1868-11-01,26.982,1.614,Colombo,Sri Lanka
1868-12-01,25.578,1.381,Colombo,Sri Lanka
1869-01-01,24.045,1.571,Colombo,Sri Lanka
1869-02-01,24.809,1.496,Colombo,Sri Lanka
1869-03-01,25.475,1.55,Colombo,Sri Lanka
1869-04-01,27.829,1.643,Colombo,Sri Lanka
1869-05-01,28.785,1.435,Colombo,Sri Lanka
1869-06-01,28.492,1.365,Colombo,Sri Lanka
1869-07-01,27.229,1.185,Colombo,Sri Lanka
1869-08-01,26.496,1.442,Colombo,Sri Lanka
1869-09-01,27.234,1.187,Colombo,Sri Lanka
1869-10-01,27.511,1.319,Colombo,Sri Lanka
1869-11-01,27.116,1.399,Colombo,Sri Lanka
1869-12-01,25.046,1.618,Colombo,Sri Lanka
1870-01-01,24,1.382,Colombo,Sri Lanka
1870-02-01,23.282,1.502,Colombo,Sri Lanka
1870-03-01,25.29,1.469,Colombo,Sri Lanka
1870-04-01,27.394,1.527,Colombo,Sri Lanka
1870-05-01,29.051,1.183,Colombo,Sri Lanka
1870-06-01,28.282,1.343,Colombo,Sri Lanka
1870-07-01,26.686,1.144,Colombo,Sri Lanka
1870-08-01,25.787,1.107,Colombo,Sri Lanka
1870-09-01,26.654,1.073,Colombo,Sri Lanka
1870-10-01,27.191,1.343,Colombo,Sri Lanka
1870-11-01,26.934,1.668,Colombo,Sri Lanka
1870-12-01,24.744,1.365,Colombo,Sri Lanka
1871-01-01,23.371,1.532,Colombo,Sri Lanka
1871-02-01,23.188,1.682,Colombo,Sri Lanka
1871-03-01,25.472,1.741,Colombo,Sri Lanka
1871-04-01,27.543,1.344,Colombo,Sri Lanka
1871-05-01,28.189,1.219,Colombo,Sri Lanka
1871-06-01,28.028,1.224,Colombo,Sri Lanka
1871-07-01,26.687,1.068,Colombo,Sri Lanka
1871-08-01,26.47,0.987,Colombo,Sri Lanka
1871-09-01,26.801,1.027,Colombo,Sri Lanka
1871-10-01,27.605,1.173,Colombo,Sri Lanka
1871-11-01,26.667,1.388,Colombo,Sri Lanka
1871-12-01,25.206,1.336,Colombo,Sri Lanka
1872-01-01,23.651,1.734,Colombo,Sri Lanka
1872-02-01,23.53,1.468,Colombo,Sri Lanka
1872-03-01,25.703,1.375,Colombo,Sri Lanka
1872-04-01,27.296,1.559,Colombo,Sri Lanka
1872-05-01,28.647,1.11,Colombo,Sri Lanka
1872-06-01,27.918,1.21,Colombo,Sri Lanka
1872-07-01,26.724,1.203,Colombo,Sri Lanka
1872-08-01,26.085,1.39,Colombo,Sri Lanka
1872-09-01,26.761,1.003,Colombo,Sri Lanka
1872-10-01,27.595,1.175,Colombo,Sri Lanka
1872-11-01,26.715,1.329,Colombo,Sri Lanka
1872-12-01,24.955,1.762,Colombo,Sri Lanka
1873-01-01,23.675,1.456,Colombo,Sri Lanka
1873-02-01,24.039,1.349,Colombo,Sri Lanka
1873-03-01,25.322,1.499,Colombo,Sri Lanka
1873-04-01,27.179,1.483,Colombo,Sri Lanka
1873-05-01,28.685,1.05,Colombo,Sri Lanka
1873-06-01,28.003,1.205,Colombo,Sri Lanka
1873-07-01,26.661,1.263,Colombo,Sri Lanka
1873-08-01,26.361,0.979,Colombo,Sri Lanka
1873-09-01,26.609,1.21,Colombo,Sri Lanka
1873-10-01,27.758,1.24,Colombo,Sri Lanka
1873-11-01,26.832,1.278,Colombo,Sri Lanka
1873-12-01,25.623,1.338,Colombo,Sri Lanka
1874-01-01,23.906,1.414,Colombo,Sri Lanka
1874-02-01,23.962,1.294,Colombo,Sri Lanka
1874-03-01,24.88,1.52,Colombo,Sri Lanka
1874-04-01,27.614,1.26,Colombo,Sri Lanka
1874-05-01,28.561,1.1,Colombo,Sri Lanka
1874-06-01,27.85,1.324,Colombo,Sri Lanka
1874-07-01,26.673,1.046,Colombo,Sri Lanka
1874-08-01,26.437,1.009,Colombo,Sri Lanka
1874-09-01,26.577,1.216,Colombo,Sri Lanka
1874-10-01,27.965,1.325,Colombo,Sri Lanka
1874-11-01,27.48,1.379,Colombo,Sri Lanka
1874-12-01,25.326,1.394,Colombo,Sri Lanka
1875-01-01,23.827,0.896,Colombo,Sri Lanka
1875-02-01,23.691,1.202,Colombo,Sri Lanka
1875-03-01,27.163,1.159,Colombo,Sri Lanka
1875-04-01,27.806,0.736,Colombo,Sri Lanka
1875-05-01,29.324,0.861,Colombo,Sri Lanka
1875-06-01,28.038,1.151,Colombo,Sri Lanka
1875-07-01,26.312,1.047,Colombo,Sri Lanka
1875-08-01,26.332,0.621,Colombo,Sri Lanka
1875-09-01,26.413,0.717,Colombo,Sri Lanka
1875-10-01,26.372,0.927,Colombo,Sri Lanka
1875-11-01,26.721,1.034,Colombo,Sri Lanka
1875-12-01,25.591,0.732,Colombo,Sri Lanka
1876-01-01,25.208,2.922,Colombo,Sri Lanka
1876-02-01,24.638,1.983,Colombo,Sri Lanka
1876-03-01,26.468,1.774,Colombo,Sri Lanka
1876-04-01,28.298,1.642,Colombo,Sri Lanka
1876-05-01,28.916,1.051,Colombo,Sri Lanka
1876-06-01,28.071,1.523,Colombo,Sri Lanka
1876-07-01,26.393,0.981,Colombo,Sri Lanka
1876-08-01,25.972,0.77,Colombo,Sri Lanka
1876-09-01,26.044,1.165,Colombo,Sri Lanka
1876-10-01,28.146,1.899,Colombo,Sri Lanka
1876-11-01,27.624,2.362,Colombo,Sri Lanka
1876-12-01,26.29,1.889,Colombo,Sri Lanka
1877-01-01,24.592,1.666,Colombo,Sri Lanka
1877-02-01,24.126,1.506,Colombo,Sri Lanka
1877-03-01,25.832,0.596,Colombo,Sri Lanka
1877-04-01,26.925,0.991,Colombo,Sri Lanka
1877-05-01,28.51,0.742,Colombo,Sri Lanka
1877-06-01,28.294,1.848,Colombo,Sri Lanka
1877-07-01,28.062,0.943,Colombo,Sri Lanka
1877-08-01,27.68,1.192,Colombo,Sri Lanka
1877-09-01,27.641,0.741,Colombo,Sri Lanka
1877-10-01,27.346,0.878,Colombo,Sri Lanka
1877-11-01,28.52,0.929,Colombo,Sri Lanka
1877-12-01,27.341,2.348,Colombo,Sri Lanka
1878-01-01,24.018,2.397,Colombo,Sri Lanka
1878-02-01,25.441,1.657,Colombo,Sri Lanka
1878-03-01,26.682,1.496,Colombo,Sri Lanka
1878-04-01,27.4,0.984,Colombo,Sri Lanka
1878-05-01,28.907,0.666,Colombo,Sri Lanka
1878-06-01,28.837,1.217,Colombo,Sri Lanka
1878-07-01,27.104,0.831,Colombo,Sri Lanka
1878-08-01,26.632,0.799,Colombo,Sri Lanka
1878-09-01,27.168,0.493,Colombo,Sri Lanka
1878-10-01,28.226,0.43,Colombo,Sri Lanka
1878-11-01,27.313,0.884,Colombo,Sri Lanka
1878-12-01,24.875,1.148,Colombo,Sri Lanka
1879-01-01,24.437,0.751,Colombo,Sri Lanka
1879-02-01,23.949,0.782,Colombo,Sri Lanka
1879-03-01,25.247,0.822,Colombo,Sri Lanka
1879-04-01,27.478,1.44,Colombo,Sri Lanka
1879-05-01,28.302,0.999,Colombo,Sri Lanka
1879-06-01,26.801,1.066,Colombo,Sri Lanka
1879-07-01,27.207,1.065,Colombo,Sri Lanka
1879-08-01,25.696,0.483,Colombo,Sri Lanka
1879-09-01,26.2,0.618,Colombo,Sri Lanka
1879-10-01,27.13,0.944,Colombo,Sri Lanka
1879-11-01,25.587,0.696,Colombo,Sri Lanka
1879-12-01,23.957,1.029,Colombo,Sri Lanka
1880-01-01,23.816,1.237,Colombo,Sri Lanka
1880-02-01,23.352,0.562,Colombo,Sri Lanka
1880-03-01,27.034,1.436,Colombo,Sri Lanka
1880-04-01,27.867,0.42,Colombo,Sri Lanka
1880-05-01,28.624,0.545,Colombo,Sri Lanka
1880-06-01,27.538,0.925,Colombo,Sri Lanka
1880-07-01,26.326,0.572,Colombo,Sri Lanka
1880-08-01,26.555,0.751,Colombo,Sri Lanka
1880-09-01,26.149,0.788,Colombo,Sri Lanka
